,,,,,GyroX,GyroY,GyroZ,GyroX_MAX,GyroX_MIN,GyroY_MAX,GyroY_MIN,GyroZ_MAX,GyroZ_MIN,GyroX_DIFF,GyroY_DIFF,GyroZ_DIFF
45240,4.35,-0.45,-6.59,45240,0.09,-0.13,0.03,,,,,,,,,
45250,4.35,-0.3,-5.95,45250,0.19,-0.25,0.04,,,,,,,,,
45260,4.35,-0.68,-5.63,45260,0.31,-0.4,0.05,,,,,,,,,
45270,4.45,-0.9,-5.32,45270,0.46,-0.55,0.04,,,,,,,,,
45280,4.3,-1.25,-5.38,45280,0.53,-0.74,0.04,,,,,,,,,
45290,4.19,-2.69,-6.19,45290,0.55,-0.95,0,,,,,,,,,
45300,4.2,-4.14,-8.54,45300,0.57,-1.15,-0.11,,,,,,,,,
45310,4.53,-3.73,-13.43,45310,0.57,-1.3,-0.3,,,,,,,,,
45320,5.02,-0.33,-23.1,45320,0.45,-1.22,-0.43,,,,,,,,,
45330,6.02,3.64,-35.89,45330,-0.11,-0.63,-0.4,,,,,,,,,
45340,6.44,8.66,-39.23,45340,-0.58,0.43,-0.18,,,,,,,,,
45350,5.31,13.25,-39.23,45350,-0.9,2.1,0.28,,,,,,,,,
45360,3.83,17.37,-39.23,45360,-0.92,4.39,1.03,,,,,,,,,
45370,-3.29,15.98,-39.23,45370,-0.4,7.01,1.95,,,,,,,,,
45380,-11.08,8.14,-39.23,45380,-0.1,8.73,2.58,,,,,,,,,
45390,-18.3,0.51,-39.23,45390,-0.38,8.73,2.77,,,,,,,,,
45400,-22.31,-2.69,-25.73,45400,-0.89,8.73,2.71,,,,,,,,,
45410,-23.11,-3.31,-11.68,45410,-1.33,8.73,2.63,,,,,,,,,
45420,-22.7,-2.16,-4.38,45420,-1.58,8.73,2.65,,,,,,,,,
45430,-22.45,-2.68,0,45430,-1.79,8.73,2.75,,,,,,,,,
45440,-22.14,-7.22,4.93,45440,-1.91,8.73,2.82,,,,,,,,,
45450,-20.98,-12.85,11.69,45450,-1.81,8.73,2.67,,,,,,,,,
45460,-19.27,-19.03,21.16,45460,-0.99,8.73,2.23,,,,,,,,,
45470,-16.48,-23.39,32.39,45470,-0.26,8.69,1.46,,,,,,,,,
45480,-12.23,-23.5,39.23,45480,0.05,7.2,0.51,,,,,,,,,
45490,-9.15,-20.52,39.23,45490,-0.29,5.45,-0.38,,,,,,,,,
45500,-5.61,-17.07,39.23,45500,-0.43,3.62,-1.14,,,,,,,,,
45510,-5.22,-12.73,39.23,45510,-0.33,1.82,-1.71,,,,,,,,,
45520,-4.21,-7.37,35.1,45520,-0.12,0.33,-2.07,,,,,,,,,
45530,-3.88,-1.58,28.82,45530,0.06,-0.83,-2.18,,,,,,,,,
45540,-3.43,3.1,24.75,45540,0.33,-1.75,-2.03,,,,,,,,,
45550,-3.12,5.91,22.27,45550,0.6,-2.65,-1.67,,,,,,,,,
45560,-2.98,5.72,22.17,45560,0.86,-3.42,-1.29,,,,,,,,,
45570,-3.46,2.49,26.72,45570,0.6,-4.23,-1.09,,,,,,,,,
45580,-4.69,0.44,37.11,45580,0.08,-5.37,-1.1,,,,,,,,,
45590,-9.03,-0.55,39.23,45590,-0.07,-7.11,-1.15,,,,,,,,,
45600,-17.15,-2.23,39.23,45600,0.67,-8.73,-1.1,,,,,,,,,
45610,-32.67,-6,39.23,45610,1.93,-8.73,-0.98,,,,,,,,,
45620,-39.23,-12.66,39.23,45620,3.84,-8.73,-0.76,,,,,,,,,
45630,-39.23,-19.86,34.32,45630,5.7,-8.73,-0.45,,,,,,,,,
45640,-39.23,-24.21,-9.59,45640,7.39,-8.73,-0.17,,,,,,,,,
45650,-39.23,-14.54,-39.23,45650,7.39,-8.73,0.33,,,,,,,,,
45660,-39.23,6.15,-39.23,45660,2.62,-8.73,0.94,,,,,,,,,
45670,-6.48,12.58,-39.23,45670,-1.56,-8.58,1.52,,,,,,,,,
45680,4.85,-0.19,-39.23,45680,-2.67,1.73,2.27,,,,,,,,,
45690,-8.49,-23.33,-39.23,45690,-2.69,8.71,2.15,,,,,,,,,
45700,-22.06,-31.98,-39.23,45700,-2.87,8.73,1.25,,,,,,,,,
45710,-23.2,-34.48,7.21,45710,-2.32,8.73,0.19,,,,,,,,,
45720,-13.13,-35.07,39.23,45720,-1.48,8.73,-1.08,,,,,,,,,
45730,-4.61,-24.3,39.23,45730,-1.2,5.7,-2.37,,,,,,,,,
45740,0.86,-6.12,39.23,45740,-0.8,1.93,-3,,,,,,,,,
45750,1.58,8.05,39.23,45750,0.01,-1.1,-2.75,,,,,,,,,
45760,2.15,12.93,19.21,45760,1.16,-2.88,-2.01,,,,,,,,,
45770,3.23,13.59,-0.57,45770,2.18,-3.64,-1.15,,,,,,,,,
45780,4.71,14.78,-14.51,45780,2.52,-3.58,-0.43,,,,,,,,,
45790,6.1,14.69,-24.02,45790,2.45,-2.88,0.28,,,,,,,,,
45800,6.89,10.3,-27.39,45800,1.65,-1.84,0.85,,,,,,,,,
45810,7.32,2.13,-26.83,45810,0.28,-0.77,1.05,,,,,,,,,
45820,6.92,-5.08,-23.62,45820,-0.73,0.15,0.87,,,,,,,,,
45830,6.32,-8.92,-16.94,45830,-1.13,0.78,0.46,,,,,,,,,
45840,5.56,-9.84,-9.06,45840,-1.28,1.01,-0.02,,,,,,,,,
45850,4.98,-9.33,-2.42,45850,-1.26,0.86,-0.47,,,,,,,,,
45860,4.73,-7.51,1.43,45860,-1.22,0.45,-0.86,,,,,,,,,
45870,4.76,-3.71,1.16,45870,-1.11,-0.09,-1.13,,,,,,,,,
45880,5.19,2.06,-4.56,45880,-0.89,-0.54,-1.16,,,,,,,,,
45890,5.77,7.12,-10.58,45890,-0.65,-0.63,-0.91,,,,,,,,,
45900,6.24,9.59,-14.64,45900,-0.51,-0.46,-0.45,,,,,,,,,
45910,6.51,8.51,-15.54,45910,-0.37,-0.16,0.04,,,,,,,,,
45920,6.28,4.86,-13.3,45920,-0.18,0.12,0.41,,,,,,,,,
45930,5.79,0.74,-9.37,45930,-0.02,0.23,0.58,,,,,,,,,
45940,5.75,-2.81,-5.8,45940,-0.07,0.15,0.54,,,,,,,,,
45950,5.57,-5.35,-4.86,45950,-0.26,-0.04,0.35,,,,,,,,,
45960,5.64,-6.47,-5.83,45960,-0.34,-0.22,0.08,,,,,,,,,
45970,5.54,-5.34,-7.36,45970,-0.21,-0.34,-0.19,,,,,,,,,
45980,5.58,-2.53,-8.23,45980,-0.1,-0.41,-0.37,,,,,,,,,
45990,5.53,0.48,-9.52,45990,-0.1,-0.44,-0.39,,,,,,,,,
46000,5.64,2.33,-10.77,46000,-0.07,-0.41,-0.29,,,,,,,,,
46010,5.68,3.03,-11.67,46010,-0.02,-0.33,-0.12,,,,,,,,,
46020,5.72,2.92,-11.77,46020,0.03,-0.21,0.05,,,,,,,,,
46030,5.71,1.91,-11.41,46030,0.02,-0.1,0.19,,,,,,,,,
46040,5.52,0.3,-10.34,46040,-0.05,-0.01,0.27,,,,,,,,,
46050,5.38,-1.03,-8.96,46050,-0.03,0.01,0.27,,,,,,,,,
46060,5.28,-2.06,-8.2,46060,-0.03,-0.03,0.21,,,,,,,,,
46070,5.29,-2.62,-8,46070,-0.04,-0.09,0.11,,,,,,,,,
46080,5.35,-2.33,-8.61,46080,0,-0.15,0.01,,,,,,,,,
46090,5.39,-1.58,-9.44,46090,0.05,-0.16,-0.06,,,,,,,,,
46100,5.3,-0.6,-10.07,46100,0.05,-0.12,-0.1,,,,,,,,,
46110,5.34,0.31,-9.86,46110,-0.04,-0.07,-0.1,,,,,,,,,
46120,5.29,0.78,-9.79,46120,-0.13,-0.03,-0.05,,,,,,,,,
46130,5.19,0.62,-9.86,46130,-0.14,0.02,0,,,,,,,,,
46140,5.11,0.35,-9.23,46140,-0.1,0.06,0.04,,,,,,,,,
46150,5.06,-0.25,-8.36,46150,-0.09,0.06,0.07,,,,,,,,,
46160,5.05,-0.51,-8.28,46160,-0.05,0.02,0.07,,,,,,,,,
46170,5,-0.47,-8.58,46170,0,-0.01,0.06,,,,,,,,,
46180,4.97,-0.34,-8.57,46180,0.06,-0.02,0.04,,,,,,,,,
46190,5,0.03,-8.52,46190,0.02,-0.04,0.03,,,,,,,,,
46200,5.1,0.32,-8.59,46200,-0.07,-0.04,0.05,,,,,,,,,
46210,5.04,-0.22,-8.46,46210,-0.09,-0.04,0.07,,,,,,,,,
46220,5.04,-0.68,-8.19,46220,-0.06,-0.06,0.06,,,,,,,,,
46230,5,-0.86,-8.04,46230,-0.06,-0.09,0.03,,,,,,,,,
46240,4.96,-1,-8.27,46240,-0.1,-0.12,0.01,,,,,,,,,
46250,4.97,-1.26,-8.64,46250,-0.12,-0.14,-0.03,,,,,,,,,
46260,5.07,-1.16,-8.89,46260,-0.1,-0.13,-0.06,,,,,,,,,
46270,5.02,-0.97,-8.8,46270,-0.1,-0.13,-0.08,,,,,,,,,
46280,5.04,-0.5,-8.48,46280,-0.1,-0.14,-0.09,,,,,,,,,
46290,4.93,-0.25,-8.4,46290,-0.06,-0.18,-0.08,,,,,,,,,
46300,5.08,-0.08,-8.18,46300,-0.04,-0.21,-0.07,,,,,,,,,
46310,4.98,-0.09,-8,46310,-0.03,-0.25,-0.04,,,,,,,,,
46320,5,-0.46,-8.01,46320,0.01,-0.3,-0.02,,,,,,,,,
46330,4.98,-1.12,-7.78,46330,0.06,-0.35,-0.02,,,,,,,,,
46340,4.97,-1.5,-7.33,46340,0.14,-0.4,-0.05,,,,,,,,,
46350,4.89,-1.14,-7.62,46350,0.29,-0.48,-0.08,,,,,,,,,
46360,5.01,-1.19,-7.03,46360,0.31,-0.53,-0.1,,,,,,,,,
46370,4.92,-1.16,-6.08,46370,0.49,-0.65,-0.12,,,,,,,,,
46380,4.94,-0.84,-5.2,46380,0.69,-0.83,-0.13,,,,,,,,,
46390,4.83,-0.61,-4.66,46390,0.87,-1.06,-0.11,,,,,,,,,
46400,4.68,-0.74,-4.8,46400,1.08,-1.32,-0.08,,,,,,,,,
46410,4.81,-1.16,-6.21,46410,1.27,-1.57,-0.04,,,,,,,,,
46420,4.59,-1.88,-8.35,46420,1.44,-1.79,-0.04,,,,,,,,,
46430,4.52,-2.1,-12.25,46430,1.49,-1.98,-0.07,,,,,,,,,
46440,4.57,-1.72,-18.05,46440,1.29,-1.98,-0.1,,,,,,,,,
46450,4.88,-1.39,-25.75,46450,0.79,-1.73,-0.13,,,,,,,,,
46460,5.53,-0.57,-35.96,46460,0.2,-1.15,-0.15,,,,,,,,,
46470,5.92,1.27,-39.23,46470,-0.61,-0.13,-0.13,,,,,,,,,
46480,5.93,3.16,-39.23,46480,-1.31,1.47,0.02,,,,,,,,,
46490,3.99,6.14,-39.23,46490,-1.73,3.71,0.31,,,,,,,,,
46500,-1.69,8.91,-39.23,46500,-1.66,6.33,0.82,,,,,,,,,
46510,-9.47,8.39,-39.23,46510,-1.05,8.73,1.42,,,,,,,,,
46520,-18.04,7.59,-39.23,46520,-0.75,8.73,1.91,,,,,,,,,
46530,-24.92,8.49,-36.22,46530,-1.06,8.73,2.35,,,,,,,,,
46540,-30.27,4.6,-17.02,46540,-2.07,8.73,2.93,,,,,,,,,
46550,-29.68,-4,-4.96,46550,-2.31,8.73,3.27,,,,,,,,,
46560,-28.41,-11.46,3.87,46560,-2.18,8.73,3.24,,,,,,,,,
46570,-26.72,-16.59,11.38,46570,-1.84,8.73,2.89,,,,,,,,,
46580,-24.24,-20.96,18.54,46580,-1.53,8.73,2.27,,,,,,,,,
46590,-21,-23.59,26.09,46590,-1.18,8.73,1.46,,,,,,,,,
46600,-17.72,-23.49,31.5,46600,-0.98,8.73,0.58,,,,,,,,,
46610,-14.27,-21.18,34.04,46610,-1.04,7.57,-0.21,,,,,,,,,
46620,-11.37,-19.08,36.25,46620,-1.44,6.29,-0.89,,,,,,,,,
46630,-9.89,-17.56,37.77,46630,-0.97,4.92,-1.49,,,,,,,,,
46640,-7.98,-14,38.71,46640,-0.6,3.45,-2.1,,,,,,,,,
46650,-5.83,-6.5,39.22,46650,-0.01,1.75,-2.56,,,,,,,,,
46660,-4.75,1.12,37.13,46660,0.18,0.25,-2.6,,,,,,,,,
46670,-3.41,7.11,34.33,46670,0.46,-1.11,-2.32,,,,,,,,,
46680,-2.82,10.79,32.92,46680,0.67,-2.35,-1.83,,,,,,,,,
46690,-3.04,10.87,35.61,46690,0.63,-3.58,-1.3,,,,,,,,,
46700,-4.25,7.01,39.23,46700,0.26,-5.06,-0.92,,,,,,,,,
46710,-8.06,2.58,39.23,46710,0.01,-6.91,-0.77,,,,,,,,,
46720,-15.78,-4.16,39.23,46720,0.49,-8.73,-0.72,,,,,,,,,
46730,-29.79,-14.11,39.23,46730,1.24,-8.73,-0.9,,,,,,,,,
46740,-39.23,-25.02,39.23,46740,2.43,-8.73,-1.38,,,,,,,,,
46750,-39.23,-30.5,39.23,46750,4.35,-8.73,-1.97,,,,,,,,,
46760,-39.23,-32.16,13.29,46760,6.63,-8.73,-2.13,,,,,,,,,
46770,-39.23,-30.67,-29.53,46770,8.73,-8.73,-1.94,,,,,,,,,
46780,-39.23,-14.89,-39.23,46780,8.51,-8.73,-1.28,,,,,,,,,
46790,-39.23,7.55,-39.23,46790,4.04,-8.73,-0.41,,,,,,,,,
46800,-2.24,22.72,-39.23,46800,-0.62,-6.77,0.48,,,,,,,,,
46810,3.61,11.73,-39.23,46810,-4.18,3.88,1.67,,,,,,,,,
46820,-15.36,-12.17,-39.23,46820,-5.58,8.73,2.1,,,,,,,,,
46830,-26.42,-23.23,-25.01,46830,-4.57,8.73,1.91,,,,,,,,,
46840,-21.38,-30.49,31.53,46840,-2.68,8.73,1.31,,,,,,,,,
46850,-6.87,-35.1,39.23,46850,-1.41,6.84,0.14,,,,,,,,,
46860,0.1,-27.83,39.23,46860,-0.55,2.59,-1.25,,,,,,,,,
46870,0.78,-10.32,39.23,46870,-0.24,-1.4,-2.25,,,,,,,,,
46880,1.16,1.69,11.16,46880,1.01,-3.17,-2.22,,,,,,,,,
46890,2,6.67,-8.57,46890,2.07,-3.57,-1.74,,,,,,,,,
46900,3.59,7.82,-18.59,46900,2.54,-3.24,-1.24,,,,,,,,,
46910,5.37,8.07,-23.56,46910,2.48,-2.52,-0.82,,,,,,,,,
46920,6.22,8.05,-24.48,46920,2.05,-1.66,-0.47,,,,,,,,,
46930,6.14,6.66,-23.41,46930,0.99,-0.8,-0.22,,,,,,,,,
46940,5.96,3.39,-19.51,46940,0.02,-0.07,-0.09,,,,,,,,,
46950,5.25,0.27,-13.86,46950,-0.53,0.38,-0.1,,,,,,,,,
46960,4.43,-2.14,-8.04,46960,-0.67,0.51,-0.2,,,,,,,,,
46970,4.05,-3.87,-3.49,46970,-0.82,0.37,-0.4,,,,,,,,,
46980,3.76,-4.04,-1.54,46980,-0.9,0.02,-0.67,,,,,,,,,
46990,3.75,-1.54,-2.68,46990,-0.81,-0.35,-0.86,,,,,,,,,
47000,4.12,3.59,-7.02,47000,-0.59,-0.61,-0.85,,,,,,,,,
47010,4.42,7.46,-11.54,47010,-0.42,-0.63,-0.59,,,,,,,,,
47020,4.82,9.14,-14.3,47020,-0.27,-0.46,-0.17,,,,,,,,,
47030,4.8,8.07,-15.01,47030,-0.19,-0.21,0.26,,,,,,,,,
47040,4.69,4.43,-13.43,47040,-0.15,0.03,0.59,,,,,,,,,
47050,4.3,0.01,-10.69,47050,-0.14,0.15,0.71,,,,,,,,,
47060,4.07,-3.66,-8.38,47060,-0.17,0.14,0.62,,,,,,,,,
47070,3.86,-5.77,-7.07,47070,-0.17,0.03,0.4,,,,,,,,,
47080,3.86,-6.2,-6.24,47080,-0.15,-0.13,0.13,,,,,,,,,
47090,3.67,-5.42,-6.8,47090,-0.12,-0.33,-0.15,,,,,,,,,
47100,3.78,-3.88,-8.63,47100,-0.13,-0.46,-0.36,,,,,,,,,
47110,4.06,-0.65,-10.77,47110,-0.16,-0.49,-0.46,,,,,,,,,
47120,4.23,2.81,-12.79,47120,-0.19,-0.42,-0.37,,,,,,,,,
47130,4.34,3.8,-13.84,47130,-0.17,-0.26,-0.15,,,,,,,,,
47140,4.27,2.57,-13.27,47140,-0.13,-0.1,0.06,,,,,,,,,
47150,4.1,0.4,-11.91,47150,-0.13,0,0.16,,,,,,,,,
47160,4.03,-1.21,-10.62,47160,-0.16,0.05,0.16,,,,,,,,,
47170,3.89,-2.36,-9.73,47170,-0.21,0.03,0.1,,,,,,,,,
47180,3.95,-2.29,-9.45,47180,-0.14,-0.01,0,,,,,,,,,
47190,3.76,-1.51,-9.62,47190,-0.06,-0.03,-0.07,,,,,,,,,
47200,3.94,-0.74,-9.25,47200,-0.02,-0.05,-0.12,,,,,,,,,
47210,3.9,-0.3,-9.12,47210,-0.08,-0.08,-0.13,,,,,,,,,
47220,3.98,-0.16,-9.71,47220,-0.08,-0.11,-0.13,,,,,,,,,
47230,4.02,0.39,-10.44,47230,-0.04,-0.1,-0.12,,,,,,,,,
47240,4.17,1.05,-10.83,47240,-0.05,-0.05,-0.07,,,,,,,,,
47250,4.04,1.12,-10.76,47250,-0.12,0.01,0,,,,,,,,,
47260,3.99,0.43,-10.21,47260,-0.1,0.05,0.05,,,,,,,,,
47270,3.84,-0.23,-10.06,47270,-0.07,0.07,0.06,,,,,,,,,
47280,3.74,-0.49,-9.61,47280,-0.04,0.09,0.05,,,,,,,,,
47290,3.77,-0.64,-8.81,47290,-0.02,0.07,0.03,,,,,,,,,
47300,3.74,-0.56,-8.64,47300,-0.01,0.02,0.01,,,,,,,,,
47310,3.75,-0.11,-8.73,47310,-0.01,-0.02,0,,,,,,,,,
47320,3.79,0.03,-8.81,47320,-0.02,-0.04,0,,,,,,,,,
47330,3.79,0.27,-9.03,47330,-0.04,-0.06,0.01,,,,,,,,,
47340,3.74,0.6,-9.08,47340,-0.05,-0.07,0.04,,,,,,,,,
47350,3.74,0.06,-9.19,47350,-0.08,-0.07,0.07,,,,,,,,,
47360,3.75,-0.77,-9.21,47360,-0.08,-0.08,0.06,,,,,,,,,
47370,3.85,-0.81,-9.4,47370,-0.05,-0.11,0.03,,,,,,,,,
47380,3.8,-0.22,-10.21,47380,-0.05,-0.11,0.02,,,,,,,,,
47390,3.88,0,-10.53,47390,-0.08,-0.07,0.03,,,,,,,,,
47400,3.9,0.16,-10.58,47400,-0.09,-0.03,0.04,,,,,,,,,
47410,3.82,0.28,-10.39,47410,-0.09,0,0.06,,,,,,,,,
47420,3.85,0.07,-9.58,47420,-0.09,0.02,0.09,,,,,,,,,
47430,3.85,-0.42,-9.24,47430,-0.08,0,0.1,,,,,,,,,
47440,3.84,-0.79,-9,47440,-0.06,-0.02,0.09,,,,,,,,,
47450,3.85,-0.81,-8.81,47450,-0.05,-0.05,0.07,,,,,,,,,
47460,3.87,-0.61,-8.73,47460,-0.05,-0.08,0.05,,,,,,,,,
47470,3.81,-0.46,-8.77,47470,-0.02,-0.11,0.05,,,,,,,,,
47480,3.87,-0.37,-8.82,47480,0,-0.13,0.06,,,,,,,,,
47490,3.7,-0.48,-8.33,47490,0.01,-0.15,0.06,,,,,,,,,
47500,3.73,-0.86,-7.03,47500,0.1,-0.21,0.05,,,,,,,,,
47510,3.57,-1.43,-5.87,47510,0.23,-0.35,0.04,,,,,,,,,
47520,3.42,-2.34,-5.25,47520,0.4,-0.55,0,,,,,,,,,
47530,3.33,-3.53,-4.98,47530,0.56,-0.81,-0.11,,,,,,,,,
47540,3.31,-3.87,-5.52,47540,0.73,-1.09,-0.24,,,,,,,,,
47550,3.47,-3.41,-8.58,47550,0.98,-1.37,-0.36,,,,,,,,,
47560,3.57,-1.84,-13.91,47560,1.29,-1.52,-0.43,,,,,,,,,
47570,3.92,0.73,-20.93,47570,1.29,-1.46,-0.43,,,,,,,,,
47580,4.49,2.72,-30.8,47580,0.51,-1.09,-0.35,,,,,,,,,
47590,5.59,4.5,-39.23,47590,-0.77,-0.3,-0.26,,,,,,,,,
47600,6.23,9.32,-39.23,47600,-2.07,1.09,-0.03,,,,,,,,,
47610,3.09,15.16,-39.23,47610,-2.64,3.35,0.59,,,,,,,,,
47620,-1.6,17.56,-39.23,47620,-2.08,6.03,1.53,,,,,,,,,
47630,-12.2,17.7,-39.23,47630,-0.71,8.73,2.69,,,,,,,,,
47640,-23.82,12.22,-39.23,47640,-0.09,8.73,3.49,,,,,,,,,
47650,-31.18,4.87,-39.23,47650,-0.41,8.73,3.85,,,,,,,,,
47660,-35.67,-0.59,-21.52,47660,-1.72,8.73,3.97,,,,,,,,,
47670,-35.76,-6.21,-10.46,47670,-2.53,8.73,4.02,,,,,,,,,
47680,-35.2,-10.6,-4.13,47680,-2.33,8.73,3.99,,,,,,,,,
47690,-35.21,-15.01,3.61,47690,-1.84,8.73,3.71,,,,,,,,,
47700,-32.26,-19.3,13.33,47700,-1.1,8.73,3.21,,,,,,,,,
47710,-28.7,-22.75,22.17,47710,-0.61,8.73,2.48,,,,,,,,,
47720,-27.14,-22.36,27.08,47720,-1.31,8.73,1.66,,,,,,,,,
47730,-22.84,-24.8,33.53,47730,-0.87,8.73,0.82,,,,,,,,,
47740,-18.65,-25.43,39.23,47740,-0.64,7.99,-0.29,,,,,,,,,
47750,-14.66,-22.26,39.23,47750,-0.53,6.16,-1.26,,,,,,,,,
47760,-11.42,-17.7,39.23,47760,0.05,4.03,-1.99,,,,,,,,,
47770,-9.57,-11.8,39.23,47770,0.38,1.77,-2.54,,,,,,,,,
47780,-8.79,-5.32,39.23,47780,0.62,-0.41,-2.83,,,,,,,,,
47790,-9.03,-0.77,39.23,47790,0.62,-2.32,-2.88,,,,,,,,,
47800,-9.5,1.64,39.23,47800,0.24,-4.07,-2.84,,,,,,,,,
47810,-12.36,3.25,39.23,47810,0.26,-6.03,-2.69,,,,,,,,,
47820,-17.35,2.08,39.23,47820,0.61,-8.24,-2.47,,,,,,,,,
47830,-26.33,-3.25,39.23,47830,1.01,-8.73,-2.33,,,,,,,,,
47840,-39.23,-10.26,39.23,47840,1.87,-8.73,-2.42,,,,,,,,,
47850,-39.23,-15.39,39.23,47850,3.9,-8.73,-2.49,,,,,,,,,
47860,-39.23,-19.54,26.72,47860,6.04,-8.73,-2.3,,,,,,,,,
47870,-39.23,-23.03,-2.76,47870,8.03,-8.73,-1.94,,,,,,,,,
47880,-39.23,-16.77,-39.23,47880,8.73,-8.73,-1.23,,,,,,,,,
47890,-39.23,-2.29,-39.23,47890,6.66,-8.73,-0.33,,,,,,,,,
47900,-32.35,6.59,-39.23,47900,-0.37,-8.73,-0.07,,,,,,,,,
47910,1.24,16.96,-39.23,47910,-3.41,-5.02,0.38,,,,,,,,,
47920,1.75,12.49,-39.23,47920,-4.27,4.55,1.57,,,,,,,,,
47930,-13.97,-6.84,-39.23,47930,-3.31,8.73,2.14,,,,,,,,,
47940,-23.27,-14.94,-13.07,47940,-2.53,8.73,2.03,,,,,,,,,
47950,-16.46,-21.29,34.27,47950,-2.36,8.73,1.54,,,,,,,,,
47960,-2.87,-30.28,39.23,47960,-1.4,5.58,0.54,,,,,,,,,
47970,2.03,-25.72,39.23,47970,-0.4,1.9,-0.77,,,,,,,,,
47980,2.43,-11.17,39.13,47980,0.18,-1.15,-1.66,,,,,,,,,
47990,2.34,-1.72,13.36,47990,1.06,-2.79,-1.78,,,,,,,,,
48000,3.06,2.21,-4.11,48000,1.91,-3.26,-1.61,,,,,,,,,
48010,4.31,6.34,-13.85,48010,2.61,-3.1,-1.32,,,,,,,,,
48020,5.43,10.38,-19.18,48020,2.78,-2.62,-0.92,,,,,,,,,
48030,6.1,12.31,-23.03,48030,1.93,-1.91,-0.43,,,,,,,,,
48040,6.56,9.65,-25.8,48040,0.35,-1,-0.02,,,,,,,,,
48050,6.66,4.33,-24.13,48050,-0.84,-0.05,0.18,,,,,,,,,
48060,5.69,0.07,-16.84,48060,-1.34,0.6,0.17,,,,,,,,,
48070,4.75,-2.3,-8.34,48070,-1.47,0.78,0.02,,,,,,,,,
48080,4.45,-3.52,-2.95,48080,-1.33,0.55,-0.16,,,,,,,,,
48090,4.23,-3.97,-0.79,48090,-1.04,0.11,-0.39,,,,,,,,,
48100,4.42,-2.21,-2.37,48100,-0.81,-0.36,-0.6,,,,,,,,,
48110,4.56,1.13,-6.36,48110,-0.64,-0.66,-0.68,,,,,,,,,
48120,5.06,4.11,-10.74,48120,-0.41,-0.76,-0.59,,,,,,,,,
48130,5.35,6.53,-14.13,48130,-0.11,-0.67,-0.36,,,,,,,,,
48140,5.59,7.75,-15.27,48140,0.23,-0.45,-0.04,,,,,,,,,
48150,5.51,6.74,-14.33,48150,0.42,-0.21,0.3,,,,,,,,,
48160,5.19,3.76,-11.89,48160,0.42,-0.04,0.53,,,,,,,,,
48170,4.85,0.54,-9.69,48170,0.34,0.02,0.59,,,,,,,,,
48180,4.78,-1.97,-7.9,48180,0.11,0,0.49,,,,,,,,,
48190,4.46,-3.18,-6.66,48190,-0.24,-0.08,0.32,,,,,,,,,
48200,4.41,-3.45,-6.56,48200,-0.35,-0.22,0.12,,,,,,,,,
48210,4.24,-2.76,-6.59,48210,-0.26,-0.36,-0.03,,,,,,,,,
48220,4.22,-1.83,-7,48220,-0.13,-0.51,-0.13,,,,,,,,,
48230,4.35,-0.15,-9.14,48230,-0.02,-0.63,-0.18,,,,,,,,,
48240,4.33,1.94,-12.02,48240,0.04,-0.62,-0.13,,,,,,,,,
48250,4.42,2.88,-13.59,48250,0.14,-0.48,0.01,,,,,,,,,
48260,4.34,2.43,-13.41,48260,0.15,-0.29,0.17,,,,,,,,,
48270,4.22,0.83,-11.87,48270,0.06,-0.15,0.26,,,,,,,,,
48280,4,-1.24,-10.78,48280,-0.06,-0.08,0.25,,,,,,,,,
48290,3.79,-2.48,-9.15,48290,-0.14,-0.06,0.15,,,,,,,,,
48300,3.74,-2.5,-7.58,48300,-0.16,-0.14,0.01,,,,,,,,,
48310,3.81,-2.26,-7.27,48310,-0.13,-0.25,-0.1,,,,,,,,,
48320,3.77,-1.47,-7.55,48320,-0.09,-0.35,-0.18,,,,,,,,,
48330,3.92,-0.05,-8.12,48330,-0.02,-0.43,-0.23,,,,,,,,,
48340,3.86,1.64,-9.19,48340,0.12,-0.48,-0.19,,,,,,,,,
48350,3.98,2.68,-10.04,48350,0.26,-0.48,-0.08,,,,,,,,,
48360,3.91,2.97,-10.51,48360,0.33,-0.44,0.05,,,,,,,,,
48370,3.82,2.22,-10.76,48370,0.25,-0.39,0.17,,,,,,,,,
48380,3.75,0.56,-10.9,48380,0.13,-0.32,0.22,,,,,,,,,
48390,3.67,-1.18,-10.77,48390,0,-0.24,0.19,,,,,,,,,
48400,3.61,-2.07,-9.78,48400,-0.1,-0.2,0.09,,,,,,,,,
48410,3.44,-1.72,-8.87,48410,-0.15,-0.21,-0.03,,,,,,,,,
48420,3.48,-0.8,-8.58,48420,-0.11,-0.26,-0.1,,,,,,,,,
48430,3.52,0.95,-9.38,48430,-0.04,-0.32,-0.1,,,,,,,,,
48440,3.67,2.32,-10.7,48440,0.07,-0.32,-0.02,,,,,,,,,
48450,3.71,2.43,-11.48,48450,0.14,-0.26,0.11,,,,,,,,,
48460,3.76,1.3,-11.69,48460,0.17,-0.17,0.21,,,,,,,,,
48470,3.76,-0.22,-11.04,48470,0.15,-0.09,0.24,,,,,,,,,
48480,3.73,-1.14,-10.28,48480,0.08,-0.04,0.2,,,,,,,,,
48490,3.59,-1.4,-9.65,48490,-0.06,0,0.14,,,,,,,,,
48500,3.54,-1.56,-9.12,48500,-0.17,-0.02,0.07,,,,,,,,,
48510,3.5,-1.17,-8.88,48510,-0.15,-0.05,0,,,,,,,,,
