Timestamp,AccelerometerX,AccelerometerY,"AccelerometerZ,","Timestamp,",GyroscopeX,GyroscopeY,GyroscopeZ
32650,1.89,-6.04,18.65,32650,0.45,-2.68,0.29
32660,0.16,-11.01,12.5,32660,0.84,-3.9,0
32670,-1.97,-12.79,4.93,32670,0.98,-4.8,-0.5
32680,-2.65,-12.66,-5.75,32680,0.63,-5.38,-1.09
32690,-2.01,-9.63,-19.99,32690,0.31,-5.4,-1.65
32700,-0.32,-3.32,-33.96,32700,0.42,-4.59,-2.03
32710,1.76,4.04,-38.97,32710,0.7,-3.31,-2.04
32720,3.39,10.56,-35,32720,0.83,-1.96,-1.69
32730,2.84,13.62,-25.96,32730,0.59,-0.98,-1.12
32740,2.19,12.67,-16.17,32740,0.35,-0.5,-0.49
32750,1.22,9.72,-8.64,32750,0.09,-0.47,0.02
32760,0.42,6.3,-4.35,32760,-0.06,-0.72,0.39
32770,-0.22,1.58,-2.53,32770,-0.32,-1.12,0.57
32780,-0.45,-2.4,-3.25,32780,-0.52,-1.51,0.52
32790,-0.39,-5.41,-5.73,32790,-0.79,-1.79,0.3
32800,-0.35,-6.43,-8.73,32800,-0.83,-1.96,-0.04
32810,-0.17,-4.58,-12.83,32810,-0.72,-1.93,-0.39
32820,-0.16,-0.67,-14.23,32820,-0.36,-1.75,-0.53
32830,0.15,2.66,-14.29,32830,-0.06,-1.55,-0.45
32840,0.07,4.44,-14,32840,0.17,-1.33,-0.24
32850,-0.31,4.82,-13.42,32850,0.38,-1.16,0.02
32860,-0.6,4.15,-12.04,32860,0.44,-1.03,0.27
32870,-1.1,2.75,-10.82,32870,0.41,-0.97,0.47
32880,-1.6,0.91,-9.96,32880,0.34,-0.97,0.6
32890,-1.89,-1.05,-9.34,32890,0.2,-1.01,0.64
32900,-1.96,-3.02,-9.22,32900,0.06,-1.08,0.58
32910,-2.01,-4.08,-9.68,32910,-0.05,-1.14,0.44
32920,-1.84,-4.55,-10.6,32920,-0.15,-1.18,0.26
32930,-1.76,-3.83,-11.88,32930,-0.19,-1.17,0.08
32940,-1.47,-2.15,-12.88,32940,-0.21,-1.1,-0.03
32950,-1.21,-0.49,-13.29,32950,-0.23,-0.97,-0.06
32960,-1.43,0.75,-13.7,32960,-0.11,-0.83,0
32970,-1.36,1.27,-13.57,32970,-0.04,-0.7,0.11
32980,-1.49,1.06,-13.36,32980,-0.01,-0.56,0.21
32990,-1.55,0.47,-12.27,32990,0.01,-0.45,0.29
33000,-1.65,-0.64,-11.67,33000,-0.04,-0.39,0.32
33010,-1.81,-1.5,-11.06,33010,-0.09,-0.33,0.29
33020,-1.9,-1.87,-10,33020,-0.17,-0.32,0.24
33030,-1.94,-2.27,-9.74,33030,-0.29,-0.35,0.16
33040,-1.87,-2.44,-10,33040,-0.37,-0.36,0.08
33050,-1.95,-2.16,-10.42,33050,-0.43,-0.36,-0.01
33060,-2.13,-2.15,-10.76,33060,-0.42,-0.34,-0.08
33070,-2.02,-1.06,-10.37,33070,-0.29,-0.32,-0.14
33080,-2.05,0.9,-10.28,33080,-0.16,-0.33,-0.11
33090,-2.13,2.42,-10.37,33090,0.02,-0.33,0.04
33100,-2.13,2.22,-10.72,33100,0.17,-0.32,0.24
33110,-2.17,0.52,-10.72,33110,0.2,-0.29,0.36
33120,-2.22,-1.22,-11.25,33120,0.09,-0.26,0.38
33130,-2.15,-2.14,-11.54,33130,0,-0.2,0.33
33140,-2.12,-2.25,-11.09,33140,-0.08,-0.13,0.25
33150,-2.25,-2.01,-9.91,33150,-0.03,-0.1,0.17
33160,-2.28,-1.6,-8.85,33160,-0.04,-0.13,0.12
33170,-2.32,-0.99,-8.29,33170,-0.03,-0.2,0.09
33180,-2.33,-0.76,-8.24,33180,0.03,-0.28,0.08
33190,-2.33,-0.5,-8,33190,0.15,-0.35,0.1
33200,-2.4,-1.06,-8.16,33200,0.2,-0.42,0.11
33210,-2.36,-1.81,-7.92,33210,0.2,-0.49,0.08
33220,-2.32,-1.88,-8.38,33220,0.13,-0.56,0.02
33230,-2.29,-1.88,-9.29,33230,0.03,-0.6,-0.03
33240,-2.15,-1.68,-10.61,33240,-0.02,-0.6,-0.08
33250,-2.01,-1.64,-11.54,33250,-0.05,-0.53,-0.12
33260,-1.89,-1.76,-12.25,33260,-0.1,-0.43,-0.16
33270,-1.93,-1.75,-12.23,33270,-0.12,-0.31,-0.2
33280,-1.89,-1.5,-11.41,33280,-0.09,-0.22,-0.24
33290,-2.06,-1.43,-10.25,33290,-0.06,-0.17,-0.27
33300,-2.28,-1.19,-8.66,33300,0.02,-0.18,-0.29
33310,-2.58,-0.57,-7.1,33310,0,-0.29,-0.31
33320,-2.91,-0.68,-6.95,33320,-0.18,-0.47,-0.32
33330,-3.08,-1.06,-7.68,33330,-0.4,-0.64,-0.36
33340,-3.25,-1.42,-9.07,33340,-0.58,-0.8,-0.43
33350,-3.23,-1.23,-12.14,33350,-0.73,-0.93,-0.51
33360,-2.99,-1.11,-16.78,33360,-0.71,-0.95,-0.56
33370,-2.71,-0.71,-25.95,33370,-0.79,-0.79,-0.58
33380,-2.94,-0.25,-39.23,33380,-0.92,-0.28,-0.55
33390,-3.05,1.05,-39.23,33390,-0.25,0.85,-0.39
33400,-5.92,3.24,-39.23,33400,-1.25,2.43,-0.22
33410,-9.79,7.85,-39.23,33410,-2.85,5.08,0.18
33420,-23.45,14.41,-39.23,33420,-2.85,8.73,1.28
33430,-39.23,10.04,-39.23,33430,-1.25,8.73,2.6
33440,-39.23,0.21,-39.23,33440,-0.87,8.73,3.24
33450,-39.23,-8.14,-39.23,33450,-0.52,8.73,3.39
33460,-39.23,-15.81,-39.23,33460,-0.29,8.73,3.07
33470,-39.23,-16.97,-39.23,33470,0.88,8.73,2.44
33480,-39.23,-13.43,-30.63,33480,3.08,8.73,1.28
33490,-39.23,-7.96,-0.06,33490,3.8,8.73,-0.06
33500,-39.23,-5.61,32.97,33500,3.61,8.73,-1.33
33510,-39.23,0.06,39.23,33510,2.34,8.73,-2.5
33520,-39.23,10.15,39.23,33520,-0.27,8.73,-3.15
33530,-39.23,20.1,39.23,33530,-1.39,8.73,-2.91
33540,-37.25,26.73,39.23,33540,-0.76,5.55,-1.93
33550,-29.99,25.3,39.23,33550,-0.11,0.21,-0.78
33560,-30.21,20.4,39.23,33560,0.67,-4.93,0.12
33570,-32.6,17.57,39.23,33570,1.06,-8.53,0.89
33580,-33.87,14.39,32.86,33580,0.88,-8.73,1.53
33590,-32.21,11.19,11.59,33590,0.71,-8.73,2.03
33600,-30.31,9.87,4.5,33600,1.09,-8.73,2.52
33610,-31.35,8.29,7.9,33610,1.56,-8.73,3.09
33620,-37.09,5.22,14.39,33620,1.49,-8.73,3.68
33630,-39.23,-0.37,14.7,33630,0.56,-8.73,4.06
33640,-39.23,-9.58,4.4,33640,-1.08,-8.73,4
33650,-39.23,-23.88,-24.9,33650,-3.03,-8.73,2.92
33660,-39.23,-27.23,-39.23,33660,-6.12,-8.73,0.82
33670,-29.49,-14.02,-39.23,33670,-7.4,-8.73,-1.04
33680,-10.28,0.64,-39.23,33680,-3.63,-8.63,-1.52
33690,4.24,2.51,-39.23,33690,-0.44,-4.22,-0.98
33700,6.01,0.99,-39.23,33700,1.11,-1.3,-0.59
33710,5.71,4.89,-39.23,33710,1.77,0.11,-0.3
33720,4.79,6.62,-19.17,33720,1.8,0.6,0.06
33730,3.72,4.55,-4.82,33730,1.45,0.34,0.4
33740,3.28,-0.08,2.5,33740,1.11,-0.32,0.53
33750,2.55,-4.27,4.28,33750,0.94,-1.11,0.44
33760,2.11,-7.53,1.67,33760,0.8,-1.85,0.16
33770,2.08,-8.22,-5.74,33770,0.51,-2.36,-0.25
33780,2.55,-5.48,-15.02,33780,0.51,-2.46,-0.62
33790,3.08,-0.77,-22.87,33790,0.72,-2.1,-0.75
33800,3.47,3.02,-25.87,33800,0.84,-1.43,-0.67
33810,3.48,5.11,-23.11,33810,0.56,-0.64,-0.45
33820,2.88,5.77,-17.52,33820,0.06,-0.16,-0.22
33830,2.28,5.03,-12.08,33830,-0.37,0.06,0.02
33840,1.33,3.18,-8.08,33840,-0.53,0.03,0.21
33850,1.25,0.79,-5.07,33850,-0.66,-0.18,0.31
33860,0.96,-2.06,-4.25,33860,-0.77,-0.5,0.29
33870,0.96,-3.93,-6.47,33870,-0.85,-0.8,0.15
33880,1.2,-4,-10.32,33880,-0.66,-0.95,-0.06
33890,1.66,-2.28,-14.03,33890,-0.39,-0.89,-0.19
33900,1.77,-0.22,-16.27,33900,-0.13,-0.67,-0.21
33910,1.76,1.63,-16.01,33910,0.09,-0.39,-0.14
33920,1.6,2.23,-14.2,33920,0.06,-0.15,0.01
33930,1.42,1.49,-13.02,33930,-0.1,-0.03,0.12
33940,1.28,0.33,-12.06,33940,-0.19,0.04,0.19
33950,1.09,-0.76,-11.03,33950,-0.22,0.07,0.21
33960,1.05,-1.96,-10.27,33960,-0.33,0.05,0.17
33970,1.16,-2.57,-10.01,33970,-0.42,0.02,0.09
33980,1.17,-2.57,-10.35,33980,-0.43,-0.01,0
33990,1.37,-2.3,-10.88,33990,-0.38,-0.02,-0.06
34000,1.44,-2.26,-11.77,34000,-0.34,-0.01,-0.11
34010,1.66,-2.34,-12.87,34010,-0.25,0.06,-0.16
34020,1.64,-1.98,-13.91,34020,-0.14,0.18,-0.21
34030,1.76,-1.34,-14.32,34030,-0.09,0.36,-0.23
34040,1.67,-0.74,-14.07,34040,0,0.53,-0.22
34050,1.61,-0.32,-13.49,34050,0.14,0.67,-0.18
34060,1.58,0.01,-12.08,34060,0.28,0.77,-0.14
34070,1.57,0,-10.56,34070,0.35,0.81,-0.09
34080,1.48,-0.46,-8.87,34080,0.4,0.79,-0.05
34090,1.42,-1.44,-7.45,34090,0.45,0.69,-0.03
34100,1.46,-2.63,-7.04,34100,0.45,0.54,-0.07
34110,1.41,-3.61,-7.54,34110,0.43,0.42,-0.17
34120,1.57,-3.72,-7.96,34120,0.42,0.33,-0.3
34130,1.5,-3.12,-8.4,34130,0.42,0.26,-0.41
34140,1.66,-1.96,-9.35,34140,0.48,0.21,-0.48
34150,1.79,-0.59,-10.55,34150,0.68,0.22,-0.47
34160,1.77,0.57,-10.46,34160,1.02,0.27,-0.39
34170,1.78,0.82,-9.05,34170,1.33,0.29,-0.28
34180,1.68,0.32,-7.21,34180,1.54,0.21,-0.19
34190,1.67,-0.1,-6.27,34190,1.6,0.08,-0.14
34200,1.58,-0.38,-5.86,34200,1.55,-0.07,-0.13
34210,1.56,-0.31,-5.39,34210,1.42,-0.22,-0.13
34220,1.5,0.07,-5.22,34220,1.22,-0.39,-0.11
34230,1.65,4.67,-4.74,34230,1.02,-0.61,0
34240,1.68,0.57,-9,34240,0.53,-0.85,0.17
34250,1.88,-0.4,-17.94,34250,0.12,-0.8,0.08
34260,3.4,1,-20.94,34260,0.53,-0.23,0.22
34270,1.82,-1.75,-14.92,34270,1.35,0.22,0.33
34280,1.31,-1.38,-8.83,34280,0.98,0.3,0.27
34290,1.21,-1.73,-7.58,34290,0.75,0.21,0.31
34300,0.85,-3.25,-6.29,34300,0.61,0.08,0.29
34310,0.72,-3.93,-5.01,34310,0.46,-0.09,0.22
34320,0.92,-5.24,-4.53,34320,0.33,-0.35,0.08
34330,0.97,-5.6,-5.66,34330,0.21,-0.57,-0.08
34340,1.12,-5.06,-7.57,34340,0.16,-0.7,-0.23
34350,1.1,-4.06,-9.31,34350,0.18,-0.72,-0.31
34360,1.11,-3.46,-10.89,34360,0.36,-0.67,-0.31
34370,1.16,-3.13,-13.28,34370,0.47,-0.57,-0.29
34380,1.01,-3.03,-13.24,34380,0.72,-0.4,-0.24
34390,0.7,-3.39,-13.2,34390,0.68,-0.29,-0.23
34400,0.66,-4.41,-12.09,34400,0.66,-0.19,-0.25
34410,0.1,-4.36,-10.57,34410,0.63,-0.15,-0.32
34420,-0.01,-3.55,-9.57,34420,0.52,-0.14,-0.35
34430,-0.04,-2.39,-8.47,34430,0.48,-0.17,-0.31
34440,-20.48,-29.59,6.35,34440,0.29,-0.62,-0.66
34450,8.47,-21.29,13.34,34450,0.42,-1.62,-1.54
34460,-0.82,-1,-12.02,34460,0.71,-2.12,-1.97
34470,-4.29,15.04,-20.22,34470,0.46,-1.29,-0.63
34480,-2.77,-1.01,-14.67,34480,-0.08,-1.15,-0.35
34490,3.25,-2.46,-11.13,34490,-0.1,-1,-0.17
34500,8.5,2.47,-18.29,34500,-0.89,-0.78,-0.1
34510,7.67,9.41,-16.01,34510,-1.17,-0.65,0.21
34520,-1.43,-1.74,-17.13,34520,-0.44,0.26,1.07
34530,-3.13,-8.33,-8.79,34530,-1.71,0.38,0.67
34540,-1.36,-7.73,-9.66,34540,-1.42,0.07,0.98
34550,-3.48,-10.96,-8.4,34550,-1.09,-0.3,0.48
34560,-3.34,-5.15,-2.65,34560,0.11,-0.51,-0.07
34570,-1.53,-4.75,-10.12,34570,0.02,-0.63,-0.08
34580,-1.64,-3.83,-11.71,34580,0.07,-0.67,0.08
34590,-2.2,-5.85,-11.36,34590,0.14,-0.65,0.21
34600,-1.27,-3.48,-7.57,34600,0.45,-0.7,0.15
34610,-1.18,-4.98,-13.42,34610,0.56,-0.61,0.08
34620,-0.28,-3.64,-11.24,34620,0.5,-0.53,-0.04
34630,-0.54,-4.12,-10.47,34630,0.59,-0.37,-0.19
34640,-1.16,-4.07,-8.59,34640,0.36,-0.36,-0.37
34650,-2.32,-5.76,-10.07,34650,0.29,-0.36,-0.58
34660,-3.51,-6.3,-11.99,34660,0.17,-0.28,-0.83
34670,-3.84,-5.61,-11.5,34670,0.09,-0.08,-1.13
34680,-3.58,-3.76,-9.37,34680,-0.01,0.04,-1.31
34690,-2.39,-1.96,-8.2,34690,0.12,0.03,-1.32
34700,-1.36,0.47,-8.19,34700,0.03,0.03,-1.17
34710,-0.64,1.42,-8.26,34710,-0.06,0.09,-0.88
34720,-0.4,1.56,-8.15,34720,-0.06,0.17,-0.49
34730,-0.27,1.17,-8.1,34730,0.04,0.24,-0.06
34740,0,0.58,-7.62,34740,0.26,0.31,0.36
34750,-0.32,0.26,-6.71,34750,0.52,0.29,0.74
34760,-0.48,-0.21,-6.67,34760,0.61,0.21,1.07
34770,-0.64,-1.7,-6.83,34770,0.59,0.12,1.32
34780,-0.49,-3.94,-7.42,34780,0.53,0.04,1.43
34790,0.28,-6.15,-8.45,34790,0.51,-0.03,1.4
34800,0.64,-7.53,-9.04,34800,0.47,-0.05,1.24
34810,0.99,-7.93,-9.29,34810,0.39,-0.03,0.95
34820,1.21,-7.44,-9.48,34820,0.42,0.04,0.59
34830,1.5,-6.35,-9.78,34830,0.44,0.11,0.33
34840,1.74,-5.2,-9.73,34840,0.53,0.18,0.18
34850,2.12,-4.24,-9.59,34850,0.68,0.23,0.13
34860,2.36,-3.81,-9.27,34860,0.66,0.25,0.14
34870,2.31,-3.45,-8.54,34870,0.76,0.22,0.2
34880,2.47,-3.9,-8.52,34880,0.62,0.12,0.27
34890,1.45,-4.06,-7.47,34890,0.65,-0.03,0.31
34900,1.19,-3.5,-6.95,34900,0.74,-0.2,0.33
34910,1.54,-3.66,-6.87,34910,0.75,-0.41,0.35
34920,1.39,-5.12,-6.03,34920,0.75,-0.64,0.35
34930,0.27,-7.57,-5.13,34930,0.62,-1.07,0.15
34940,-0.57,-7.77,-6.99,34940,0.55,-1.43,-0.14
34950,-1.01,-7.2,-9.56,34950,0.52,-1.62,-0.34
34960,-1.55,-6.27,-11.33,34960,0.5,-1.64,-0.48
34970,-1.57,-4.6,-13.53,34970,0.49,-1.45,-0.47
34980,-1.68,-3.7,-14.9,34980,0.45,-1.11,-0.33
34990,-1.22,-4.11,-14.83,34990,0.33,-0.7,-0.16
35000,-1.13,-4.98,-13.76,35000,0.23,-0.36,-0.04
35010,-1.26,-5.75,-13.04,35010,0.16,-0.1,-0.01
35020,-1.32,-7.35,-11.2,35020,-0.06,0.03,-0.1
35030,-1.08,-7,-10.18,35030,-0.19,0.05,-0.26
35040,-0.84,-5.72,-10.05,35040,-0.26,0.04,-0.41
35050,-0.94,-4.91,-8.84,35050,-0.33,0.02,-0.48
35060,-1.36,-4.55,-8.39,35060,-0.27,0.03,-0.49
35070,-1.63,-4.78,-7.6,35070,-0.2,-0.02,-0.52
35080,-2.02,-4.74,-7.08,35080,-0.11,-0.11,-0.57
35090,-2.34,-4.77,-6.91,35090,-0.09,-0.22,-0.61
35100,-2.27,-4.82,-7.4,35100,-0.12,-0.33,-0.61
35110,-1.8,-4.26,-8.41,35110,-0.09,-0.38,-0.56
35120,-1.48,-3.92,-8.65,35120,-0.07,-0.37,-0.48
35130,-1.41,-3.77,-8.74,35130,-0.02,-0.32,-0.38
35140,-1.46,-4.03,-8.69,35140,0.03,-0.28,-0.28
35150,-0.92,-3.81,-9.56,35150,0.11,-0.24,-0.21
35160,-1.36,-4.14,-9.32,35160,0.2,-0.1,-0.08
35170,-1.6,-5.35,-8.77,35170,0.24,-0.03,-0.04
35180,-1.49,-6.28,-8.27,35180,0.28,-0.02,-0.07
35190,-1.49,-6.81,-8.01,35190,0.23,-0.05,-0.16
35200,-1.27,-7.09,-7.89,35200,0.18,-0.1,-0.27
35210,-1.28,-6.72,-7.83,35210,0.13,-0.16,-0.36
35220,-1.33,-6.27,-7.9,35220,0.03,-0.22,-0.44
35230,-1.02,-5.92,-8.13,35230,-0.05,-0.25,-0.5
35240,-0.78,-5.57,-8.3,35240,-0.08,-0.27,-0.55
35250,-0.73,-5.3,-8.35,35250,-0.07,-0.27,-0.59
35260,-0.76,-5.32,-8.18,35260,-0.05,-0.27,-0.63
35270,-0.74,-5.3,-8.19,35270,0.02,-0.27,-0.67
35280,-0.75,-5.14,-8.22,35280,0.08,-0.28,-0.69
35290,-1.01,-5.02,-8.27,35290,0.09,-0.3,-0.68
35300,-1.2,-5.07,-8.51,35300,0.05,-0.32,-0.65
35310,-1.14,-5.05,-8.79,35310,0.04,-0.33,-0.6
35320,-1.07,-4.83,-9.15,35320,-0.01,-0.31,-0.53
35330,-0.85,-4.43,-9.15,35330,-0.08,-0.28,-0.47
35340,-0.62,-4.34,-8.99,35340,-0.12,-0.24,-0.39
35350,-0.52,-4.34,-8.68,35350,-0.09,-0.22,-0.32
35360,-0.46,-4.53,-8.29,35360,-0.04,-0.23,-0.28
35370,-0.53,-4.9,-8.1,35370,0,-0.27,-0.28
35380,-0.72,-5.52,-7.91,35380,0,-0.32,-0.33
35390,-0.73,-6.04,-8.04,35390,-0.01,-0.38,-0.42
35400,-0.89,-6.42,-8.37,35400,-0.02,-0.42,-0.52
35410,-0.93,-6.37,-8.64,35410,-0.03,-0.45,-0.62
35420,-1.12,-6.07,-9.01,35420,-0.05,-0.44,-0.68
35430,-1.19,-5.56,-9.35,35430,-0.08,-0.4,-0.71
35440,-1.17,-5.18,-9.58,35440,-0.1,-0.33,-0.7
35450,-1.08,-4.9,-9.65,35450,-0.14,-0.25,-0.66
35460,-0.89,-4.6,-9.44,35460,-0.11,-0.16,-0.6
35470,-0.85,-4.57,-9.05,35470,-0.08,-0.11,-0.53
35480,-0.71,-4.86,-8.68,35480,-0.04,-0.09,-0.45
35490,-0.66,-5.24,-8.29,35490,-0.09,-0.12,-0.4
35500,-0.76,-5.6,-8.05,35500,-0.08,-0.17,-0.37
35510,-1.05,-5.66,-7.81,35510,-0.09,-0.24,-0.38
35520,-1.2,-5.75,-8.01,35520,-0.14,-0.31,-0.41
35530,-1.26,-5.63,-8.5,35530,-0.16,-0.34,-0.43
35540,-1.3,-5.15,-8.9,35540,-0.17,-0.33,-0.42
35550,-1.29,-4.69,-9.31,35550,-0.18,-0.28,-0.39
35560,-1.24,-4.47,-9.4,35560,-0.16,-0.21,-0.34
35570,-1.12,-4.36,-9.33,35570,-0.13,-0.12,-0.28
35580,-0.9,-4.33,-8.87,35580,-0.1,-0.06,-0.22
35590,-0.83,-4.39,-8.34,35590,-0.08,-0.03,-0.16
35600,-1.08,-4.76,-7.78,35600,-0.08,-0.07,-0.13
35610,-1.26,-5.22,-7.62,35610,-0.09,-0.15,-0.14
35620,-1.35,-5.45,-7.84,35620,-0.09,-0.22,-0.17
35630,-1.37,-5.6,-8.21,35630,-0.1,-0.27,-0.21
35640,-1.31,-5.45,-8.73,35640,-0.09,-0.27,-0.24
35650,-1.17,-5.09,-9.07,35650,-0.11,-0.24,-0.25
35660,-1.17,-4.81,-9.3,35660,-0.12,-0.18,-0.23
35670,-1.1,-4.77,-9.31,35670,-0.1,-0.11,-0.19
35680,-1.01,-4.95,-9.22,35680,-0.09,-0.05,-0.15
35690,-0.9,-5.16,-8.94,35690,-0.06,-0.01,-0.12
35700,-0.92,-5.08,-8.62,35700,-0.08,0,-0.09
35710,-0.86,-5.11,-8.42,35710,-0.09,-0.01,-0.07
35720,-0.79,-5,-8.23,35720,-0.07,-0.03,-0.05
35730,-0.63,-5.12,-8.25,35730,-0.08,-0.05,-0.04
35740,-0.75,-5.08,-8.19,35740,-0.07,-0.07,-0.03
35750,-0.79,-5.35,-8.36,35750,-0.07,-0.09,-0.05
35760,-0.84,-5.47,-8.48,35760,-0.05,-0.09,-0.07
35770,-0.75,-5.56,-8.75,35770,-0.04,-0.07,-0.09
35780,-0.76,-5.51,-8.85,35780,-0.04,-0.04,-0.11
35790,-0.67,-5.41,-8.94,35790,-0.01,-0.01,-0.12
35800,-0.69,-5.33,-8.81,35800,0,0.02,-0.11
35810,-0.79,-5.18,-8.62,35810,0.02,0.03,-0.1
35820,-0.75,-5.14,-8.38,35820,0,0.04,-0.08
35830,-0.78,-5.4,-8.34,35830,-0.01,0.03,-0.08
35840,-0.83,-5.59,-8.28,35840,-0.02,0.01,-0.08
35850,-0.89,-5.66,-8.31,35850,-0.02,-0.01,-0.09
35860,-0.95,-5.43,-8.41,35860,-0.02,-0.02,-0.08
35870,-1.01,-5.32,-8.47,35870,-0.03,-0.02,-0.07
35880,-1,-5.13,-8.54,35880,-0.01,-0.01,-0.03
35890,-1.1,-4.94,-8.61,35890,-0.02,0.01,0.01
35900,-1.11,-5.13,-8.61,35900,-0.03,0.04,0.05
35910,-1.12,-5.41,-8.56,35910,-0.01,0.06,0.08
35920,-1.04,-5.43,-8.52,35920,0,0.08,0.11
35930,-0.96,-5.56,-8.44,35930,-0.01,0.09,0.13
35940,-0.87,-5.7,-8.33,35940,0,0.1,0.13
35950,-0.72,-5.84,-8.22,35950,-0.02,0.1,0.13
35960,-0.86,-5.85,-8.05,35960,-0.01,0.08,0.13
35970,-0.89,-5.86,-7.99,35970,-0.03,0.06,0.13
35980,-0.74,-5.84,-8.13,35980,-0.03,0.05,0.11
35990,-0.63,-5.85,-8.17,35990,-0.04,0.04,0.1
36000,-0.52,-5.82,-8.26,36000,-0.02,0.05,0.08
36010,-0.43,-5.75,-8.25,36010,0.01,0.06,0.08
36020,-0.37,-5.83,-8.12,36020,0.01,0.06,0.07
36030,-0.46,-5.86,-8,36030,0.01,0.05,0.06
36040,-0.48,-5.97,-8.04,36040,0.01,0.04,0.04
36050,-0.42,-6.14,-8.09,36050,0.01,0.02,0.03
36060,-0.3,-6.23,-8.27,36060,-0.01,0.02,0
36070,-0.26,-6.21,-8.2,36070,-0.02,0.01,-0.03
36080,-0.24,-6.16,-8.31,36080,-0.02,0.01,-0.06
36090,-0.29,-6.09,-8.26,36090,-0.02,-0.01,-0.09
36100,-0.42,-6.02,-8.26,36100,-0.04,-0.03,-0.11
36110,-0.33,-5.99,-8.35,36110,-0.04,-0.05,-0.13
36120,-0.48,-5.91,-8.42,36120,-0.06,-0.07,-0.13
36130,-0.63,-5.86,-8.42,36130,-0.08,-0.08,-0.13
36140,-0.77,-5.79,-8.5,36140,-0.1,-0.08,-0.12
36150,-0.8,-5.59,-8.56,36150,-0.11,-0.07,-0.12
36160,-0.82,-5.33,-8.56,36160,-0.11,-0.05,-0.11
36170,-0.84,-5.18,-8.44,36170,-0.1,-0.03,-0.08
36180,-0.84,-5.29,-8.43,36180,-0.08,0,-0.05
36190,-0.75,-5.45,-8.33,36190,-0.09,0.02,-0.03
36200,-0.87,-5.52,-8.13,36200,-0.08,0.03,-0.02
36210,-0.93,-5.58,-8.05,36210,-0.08,0.03,-0.02
36220,-0.89,-5.55,-7.99,36220,-0.08,0.02,-0.03
36230,-0.78,-5.53,-7.99,36230,-0.07,0.01,-0.04
36240,-0.77,-5.51,-8.07,36240,-0.05,0,-0.04
36250,-0.72,-5.54,-8.12,36250,-0.03,-0.01,-0.04
36260,-0.74,-5.6,-8.31,36260,-0.03,-0.01,-0.03
36270,-0.69,-5.57,-8.42,36270,-0.02,-0.01,-0.01
36280,-0.56,-5.58,-8.54,36280,-0.01,0.01,0.01
36290,-0.52,-5.51,-8.44,36290,0,0.03,0.03
36300,-0.43,-5.68,-8.39,36300,0,0.04,0.04
36310,-0.38,-5.82,-8.29,36310,-0.02,0.05,0.04
36320,-0.41,-5.96,-8.17,36320,-0.01,0.04,0.02
36330,-0.45,-6.13,-8.2,36330,-0.01,0.01,-0.01
36340,-0.53,-6.17,-8.24,36340,-0.01,-0.01,-0.04
36350,-0.62,-6.16,-8.39,36350,-0.03,-0.03,-0.07
36360,-0.67,-6.19,-8.63,36360,-0.06,-0.03,-0.09
36370,-0.67,-6.07,-8.78,36370,-0.06,-0.02,-0.1
36380,-0.64,-5.88,-8.78,36380,-0.08,0,-0.1
3,,,,,,,
